BDP_ID,Chromosome,watson_ensembl_id,watson_gene_name,watson_start,watson_end,crick_ensembl_id,crick_gene_name,crick_start,crick_end
Efcab2_1,chr1,ENSMUSG00000026495,Efcab2,178233665,178234164,NA,NA,178233105,178233604
Efcab9_1,chr11,NA,NA,32477614,32478113,ENSMUSG00000044056,Efcab9,32477054,32477553
Egfl7_2,chr2,ENSMUSG00000092356,Gm20532,26476659,26477158,NA,NA,26476099,26476598
Egln1_1,chr8,NA,NA,125676043,125676542,ENSMUSG00000031987,Egln1,125675483,125675982
Egr2_1,chr10,ENSMUSG00000037868,Egr2,67373711,67374210,NA,NA,67373151,67373650
Ehmt1_1,chr2,NA,NA,24809654,24810153,ENSMUSG00000036893,Ehmt1,24809094,24809593
Ei24_1,chr9,NA,NA,36708680,36709179,ENSMUSG00000062762,Ei24,36708120,36708619
Eid2_1,chr7,ENSMUSG00000046058,Eid2,27967292,27967791,NA,NA,27966732,27967231
Eid2b_1,chr7,ENSMUSG00000070705,Eid2b,27977163,27977662,NA,NA,27976603,27977102
Eif1_1,chr11,ENSMUSG00000035530,Eif1,100210823,100211322,NA,NA,100210263,100210762
Eif2ak2_1,chr17,NA,NA,79190022,79190521,ENSMUSG00000024079,Eif2ak2,79189462,79189961
Eif2ak3_1,chr6,ENSMUSG00000031668,Eif2ak3,70821551,70822050,NA,NA,70820991,70821490
Eif2s2_1,chr2,ENSMUSG00000027596,a,154734801,154735300,ENSMUSG00000074656,Eif2s2,154734241,154734740
Eif3a_1,chr19,NA,NA,60779146,60779645,ENSMUSG00000024991,Eif3a,60778586,60779085
Eif3b_1,chr5,ENSMUSG00000056076,Eif3b,140405080,140405579,NA,NA,140404520,140405019
Eif3d_1,chr15,NA,NA,77855024,77855523,ENSMUSG00000016554,Eif3d,77854464,77854963
Eif3j1_1,chr2,ENSMUSG00002076932,Gm56114,121859143,121859642,NA,NA,121858583,121859082
Eif3k_1,chr7,ENSMUSG00000037337,Map4k1,28681273,28681772,ENSMUSG00000053565,Eif3k,28680713,28681212
Eif3l_1,chr15,ENSMUSG00000033047,Eif3l,78959440,78959939,NA,NA,78958880,78959379
Eif4a1_1,chr11,NA,NA,69563193,69563692,ENSMUSG00000059796,Eif4a1,69562633,69563132
Eif4a2_1,chr16,ENSMUSG00000022884,Eif4a2,22926519,22927018,NA,NA,22925959,22926458
Eif4a3_1,chr11,ENSMUSG00000120184,Gm57376,119190894,119191393,ENSMUSG00000025580,Eif4a3,119190334,119190833
Eif4b_1,chr15,ENSMUSG00000058655,Eif4b,101982369,101982868,NA,NA,101981809,101982308
Eif4ebp1_1,chr8,ENSMUSG00000031490,Eif4ebp1,27750417,27750916,NA,NA,27749857,27750356
Eif4ebp3_1,chr18,ENSMUSG00000117942,Maskbp3,36797214,36797713,NA,NA,36796654,36797153
Eif4g1_1,chr16,ENSMUSG00000045983,Eif4g1,20491569,20492068,NA,NA,20491009,20491508
Eif4g2_1,chr7,ENSMUSG00000120003,Gm57201,110682263,110682762,ENSMUSG00000005610,Eif4g2,110681703,110682202
Eif4g3_1,chr4,ENSMUSG00000028760,Eif4g3,137720778,137721277,NA,NA,137720218,137720717
Eif5_1,chr12,ENSMUSG00000121570,NA,111504661,111505160,ENSMUSG00000120100,Gm56546,111504101,111504600
Eif6_1,chr2,ENSMUSG00000086754,Gm16098,155668645,155669144,ENSMUSG00000027613,Eif6,155668085,155668584
Eipr1_1,chr12,ENSMUSG00000036613,Eipr1,28801841,28802340,NA,NA,28801281,28801780
Elac2_1,chr11,ENSMUSG00000020549,Elac2,64869916,64870415,NA,NA,64869356,64869855
Elf2_2,chr3,ENSMUSG00000087440,4930577N17Rik,51184897,51185396,ENSMUSG00000037174,Elf2,51184337,51184836
Elk4_1,chr1,ENSMUSG00000100037,Gm29103,131935369,131935868,NA,NA,131934809,131935308
Ell2_1,chr13,ENSMUSG00000001542,Ell2,75855654,75856153,ENSMUSG00000114125,1700037F03Rik,75855094,75855593
Elmo3_1,chr8,ENSMUSG00000014791,Elmo3,106032251,106032750,NA,NA,106031691,106032190
Elob_1,chr17,NA,NA,24048133,24048632,ENSMUSG00000055839,Elob,24047573,24048072
Elovl1_1,chr4,ENSMUSG00000006390,Elovl1,118285332,118285831,NA,NA,118284772,118285271
Elovl1_2,chr4,ENSMUSG00000006390,Elovl1,118286691,118287190,NA,NA,118286131,118286630
Elovl6_1,chr3,ENSMUSG00000041220,Elovl6,129326081,129326580,ENSMUSG00000105837,Gm35986,129325521,129326020
Elp6_1,chr9,ENSMUSG00000054836,Elp6,110134275,110134774,NA,NA,110133715,110134214
Emb_1,chr13,ENSMUSG00000021728,Emb,117357293,117357792,ENSMUSG00000091423,Gm17509,117356733,117357232
Emc4_1,chr2,ENSMUSG00000121215,Gm57464,112198373,112198872,ENSMUSG00000027131,Emc4,112197813,112198312
Emc7_1,chr2,ENSMUSG00000055943,Emc7,112285408,112285907,NA,NA,112284848,112285347
Emd_1,chrX,ENSMUSG00000001964,Emd,73298442,73298941,NA,NA,73297882,73298381
Eml5_1,chr12,NA,NA,98867755,98868254,ENSMUSG00000051166,Eml5,98867195,98867694
Emsy_1,chr7,ENSMUSG00000120382,4930558N01Rik,98305826,98306325,ENSMUSG00000035401,Emsy,98305266,98305765
Enah_1,chr1,NA,NA,181847566,181848065,ENSMUSG00000022995,Enah,181847006,181847505
Enc1_1,chr13,ENSMUSG00000041773,Enc1,97377624,97378123,NA,NA,97377064,97377563
Endog_1,chr2,ENSMUSG00000015337,Endog,30061536,30062035,NA,NA,30060976,30061475
Eng_1,chr2,ENSMUSG00000026814,Eng,32536672,32537171,NA,NA,32536112,32536611
Eno4_1,chr19,ENSMUSG00000048029,Eno4,58931846,58932345,ENSMUSG00000025092,Hspa12a,58931286,58931785
Enoph1_1,chr5,ENSMUSG00000029326,Enoph1,100187888,100188387,ENSMUSG00000029328,Hnrnpdl,100187328,100187827
Enpp4_1,chr17,ENSMUSG00000120221,Gm34917,44416695,44417194,ENSMUSG00000023961,Enpp4,44416135,44416634
Ensa_1,chr3,ENSMUSG00000038619,Ensa,95532335,95532834,NA,NA,95531775,95532274
Entpd5_2,chr12,NA,NA,84447682,84448181,ENSMUSG00000021236,Entpd5,84447122,84447621
Eomes_1,chr9,ENSMUSG00000032446,Eomes,118307270,118307769,NA,NA,118306710,118307209
Ep300_1,chr15,ENSMUSG00000055024,Ep300,81470424,81470923,NA,NA,81469864,81470363
Epb41l2_1,chr10,ENSMUSG00000019978,Epb41l2,25235779,25236278,NA,NA,25235219,25235718
Epb41l4a_1,chr18,NA,NA,34139658,34140157,ENSMUSG00000024376,Epb41l4a,34139098,34139597
Epb41l4aos_1,chr18,ENSMUSG00000092819,Gm23639,33927955,33928454,NA,NA,33927395,33927894
Epc1_1,chr18,NA,NA,6516126,6516625,ENSMUSG00000024240,Epc1,6515566,6516065
Epc2_1,chr2,ENSMUSG00000069495,Epc2,49341538,49342037,NA,NA,49340978,49341477
Epha1_1,chr6,ENSMUSG00000101268,2010310C07Rik,42350252,42350751,ENSMUSG00000029859,Epha1,42349692,42350191
Ephx4_1,chr5,ENSMUSG00000033805,Ephx4,107551480,107551979,ENSMUSG00000106396,Gm42902,107550920,107551419
Epm2a_1,chr10,ENSMUSG00000055493,Epm2a,11219171,11219670,NA,NA,11218611,11219110
Epn1_1,chr7,ENSMUSG00000035203,Epn1,5083259,5083758,NA,NA,5082699,5083198
Epn3_1,chr11,NA,NA,94390809,94391308,ENSMUSG00000010080,Epn3,94390249,94390748
Epop_1,chr11,NA,NA,97520614,97521113,ENSMUSG00000043439,Epop,97520054,97520553
Eprs_1,chr1,ENSMUSG00000026615,Eprs1,185095292,185095791,ENSMUSG00000097261,4930532G15Rik,185094732,185095231
Eps15l1_1,chr8,NA,NA,73175345,73175844,ENSMUSG00000110558,Gm45779,73174785,73175284
Eps8l1_1,chr7,ENSMUSG00000006154,Eps8l1,4463710,4464209,ENSMUSG00000091177,Gm15494,4463150,4463649
Eps8l2_1,chr7,ENSMUSG00000025504,Eps8l2,140918905,140919404,NA,NA,140918345,140918844
Ercc1_1,chr7,ENSMUSG00000003549,Ercc1,19079048,19079547,NA,NA,19078488,19078987
Ercc3_1,chr18,ENSMUSG00000024382,Ercc3,32373395,32373894,NA,NA,32372835,32373334
Ercc5_1,chr1,ENSMUSG00000026048,Ercc5,44187087,44187586,NA,NA,44186527,44187026
Ercc6_1,chr14,ENSMUSG00000054051,Ercc6,32235498,32235997,NA,NA,32234938,32235437
Ercc6l2_1,chr13,ENSMUSG00000021470,Ercc6l2,63963136,63963635,ENSMUSG00000121054,C030010C08Rik,63962576,63963075
Ercc6l_1,chrX,NA,NA,101200660,101201159,ENSMUSG00000051220,Ercc6l,101200100,101200599
Ergic2_1,chr6,ENSMUSG00000107402,4732416N19Rik,148113551,148114050,ENSMUSG00000030304,Ergic2,148112991,148113490
Eri1_1,chr8,NA,NA,35962736,35963235,ENSMUSG00000031527,Eri1,35962176,35962675
Erich1_1,chr8,ENSMUSG00000074461,Gm10699,14140368,14140867,ENSMUSG00000051978,Erich1,14139808,14140307
Esrrb_1,chr12,ENSMUSG00000021255,Esrrb,86468439,86468938,NA,NA,86467879,86468378
Esrrb_2,chr12,ENSMUSG00000021255,Esrrb,86516901,86517400,ENSMUSG00000121169,Gm56558,86516341,86516840
Esyt2_1,chr12,ENSMUSG00000021171,Esyt2,116244882,116245381,NA,NA,116244322,116244821
Etf1_1,chr18,ENSMUSG00000120539,Gm56507,35065073,35065572,ENSMUSG00000024360,Etf1,35064513,35065012
Etfbkmt_1,chr6,ENSMUSG00000039958,Etfbkmt,149043080,149043579,NA,NA,149042520,149043019
Etnk1_1,chr6,ENSMUSG00000030275,Etnk1,143112991,143113490,NA,NA,143112431,143112930
Etv1_1,chr12,ENSMUSG00000004151,Etv1,38830329,38830828,NA,NA,38829769,38830268
Etv5_1,chr16,NA,NA,22258418,22258917,ENSMUSG00000013089,Etv5,22257858,22258357
Eva1b_1,chr4,ENSMUSG00000050212,Eva1b,126042279,126042778,NA,NA,126041719,126042218
Exo5_1,chr4,NA,NA,120782205,120782704,ENSMUSG00000028629,Exo5,120781645,120782144
Exoc3_1,chr13,NA,NA,74356869,74357368,ENSMUSG00000034152,Exoc3,74356309,74356808
Exoc3l_1,chr8,NA,NA,106022705,106023204,ENSMUSG00000043251,Exoc3l,106022145,106022644
Exoc7_1,chr11,NA,NA,116197603,116198102,ENSMUSG00000020792,Exoc7,116197043,116197542
Exosc10_1,chr4,ENSMUSG00000017264,Exosc10,148642897,148643396,NA,NA,148642337,148642836
Exosc3_1,chr4,NA,NA,45320664,45321163,ENSMUSG00000028322,Exosc3,45320104,45320603
Exosc4_1,chr15,ENSMUSG00000034259,Exosc4,76211694,76212193,ENSMUSG00000022562,Oplah,76211134,76211633
Ext2_1,chr2,NA,NA,93652963,93653462,ENSMUSG00000027198,Ext2,93652403,93652902
Extl1_2,chr4,NA,NA,134084385,134084884,ENSMUSG00000028838,Extl1,134083825,134084324
Extl3_1,chr14,NA,NA,65335552,65336051,ENSMUSG00000021978,Extl3,65334992,65335491
Eya3_1,chr4,ENSMUSG00000028886,Eya3,132366410,132366909,NA,NA,132365850,132366349
Ezh2_1,chr6,NA,NA,47571979,47572478,ENSMUSG00000029687,Ezh2,47571419,47571918
Ezr_1,chr17,NA,NA,7050204,7050703,ENSMUSG00000052397,Ezr,7049644,7050143
F2r_1,chr13,NA,NA,95755024,95755523,ENSMUSG00000048376,F2r,95754464,95754963
F2rl1_1,chr13,NA,NA,95661783,95662282,ENSMUSG00000021678,F2rl1,95661223,95661722
F3_1,chr3,ENSMUSG00000028128,F3,121517269,121517768,ENSMUSG00000106224,Gm43823,121516709,121517208
Fabp3_1,chr4,ENSMUSG00000028773,Fabp3,130202544,130203043,ENSMUSG00000073752,Gm10570,130201984,130202483
Fadd_1,chr7,NA,NA,144136228,144136727,ENSMUSG00000031077,Fadd,144135668,144136167
Faf1_1,chr4,ENSMUSG00000010517,Faf1,109533929,109534428,NA,NA,109533369,109533868
Faf2_1,chr13,ENSMUSG00000025873,Faf2,54769642,54770141,NA,NA,54769082,54769581
Fahd2a_1,chr2,NA,NA,127286527,127287026,ENSMUSG00000027371,Fahd2a,127285967,127286466
Fam103a1_1,chr7,ENSMUSG00000038646,Ramac,81412715,81413214,NA,NA,81412155,81412654
Fam107b_1,chr2,ENSMUSG00000026655,Fam107b,3714541,3715040,NA,NA,3713981,3714480
Fam109a_1,chr5,ENSMUSG00000044134,Pheta1,121987102,121987601,ENSMUSG00000104719,4933437G19Rik,121986542,121987041
Fam117b_1,chr1,ENSMUSG00000041040,Fam117b,59952153,59952652,NA,NA,59951593,59952092
Fam118a_1,chr15,ENSMUSG00000022434,Fam118a,84921337,84921836,NA,NA,84920777,84921276
Fam122a_1,chr19,NA,NA,24454869,24455368,ENSMUSG00000074922,Pabir1,24454309,24454808
Fam129a_1,chr1,ENSMUSG00000026483,Niban1,151447226,151447725,NA,NA,151446666,151447165
Fam129b_1,chr2,ENSMUSG00000026796,Niban2,32766199,32766698,ENSMUSG00000087496,Gm13523,32765639,32766138
Fam129c_1,chr8,ENSMUSG00000031807,Pgls,72050367,72050866,NA,NA,72049807,72050306
Fam129c_2,chr8,ENSMUSG00000043243,Niban3,72054840,72055339,NA,NA,72054280,72054779
Fam135a_1,chr1,ENSMUSG00000102398,Gm37580,24139384,24139883,ENSMUSG00000026153,Fam135a,24138824,24139323
Fam13b_1,chr18,NA,NA,34639934,34640433,ENSMUSG00000036501,Fam13b,34639374,34639873
Fam168b_1,chr1,NA,NA,34882144,34882643,ENSMUSG00000037503,Fam168b,34881584,34882083
Fam174b_1,chr7,ENSMUSG00000078670,Fam174b,73390103,73390602,ENSMUSG00000091890,A830073O21Rik,73389543,73390042
Fam178b_1,chr1,NA,NA,36722270,36722769,ENSMUSG00000046337,Fam178b,36721710,36722209
Fam193b_1,chr13,NA,NA,55718965,55719464,ENSMUSG00000021495,Fam193b,55718405,55718904
Fam198b_1,chr3,ENSMUSG00000027955,Gask1b,79793277,79793776,ENSMUSG00000102191,Gm36569,79792717,79793216
Fam204a_1,chr19,NA,NA,60215180,60215679,ENSMUSG00000057858,Fam204a,60214620,60215119
Fam207a_1,chr10,NA,NA,77351668,77352167,ENSMUSG00000032977,Slx9,77351108,77351607
Fam208a_1,chr14,ENSMUSG00000040651,Tasor,27150835,27151334,NA,NA,27150275,27150774
Fam20c_1,chr5,ENSMUSG00000025854,Fam20c,138740848,138741347,NA,NA,138740288,138740787
Fam212b_1,chr3,ENSMUSG00000048458,Inka2,105611995,105612494,NA,NA,105611435,105611934
Fam219b_1,chr9,ENSMUSG00000032305,Fam219b,57444915,57445414,ENSMUSG00000097445,Gm26631,57444355,57444854
Fam222b_1,chr11,ENSMUSG00000037750,Fam222b,77985527,77986026,NA,NA,77984967,77985466
Fam234b_1,chr6,ENSMUSG00000030207,Fam234b,135175053,135175552,ENSMUSG00000042770,Hebp1,135174493,135174992
Fam25c_1,chr14,NA,NA,34077397,34077896,ENSMUSG00000043681,Fam25a,34076837,34077336
Fam32a_1,chr8,ENSMUSG00000003039,Fam32a,72973601,72974100,NA,NA,72973041,72973540
Fam43a_1,chr16,ENSMUSG00000046546,Fam43a,30418555,30419054,NA,NA,30417995,30418494
Fam46c_1,chr3,ENSMUSG00000053957,Gm12474,100396560,100397059,ENSMUSG00000044468,Tent5c,100396000,100396499
Fam49b_1,chr15,NA,NA,63869981,63870480,ENSMUSG00000022378,Cyrib,63869421,63869920
Fam60a_1,chr6,ENSMUSG00000085355,3010003L21Rik,148847987,148848486,ENSMUSG00000039985,Sinhcaf,148847427,148847926
Fam69b_1,chr2,ENSMUSG00000092356,Gm20532,26518517,26519016,NA,NA,26517957,26518456
Fam76a_1,chr4,NA,NA,132649899,132650398,ENSMUSG00000028878,Fam76a,132649339,132649838
Fam83h_2,chr15,ENSMUSG00000102018,Iqank1,75886238,75886737,ENSMUSG00000046761,Fam83h,75885678,75886177
Fam84b_1,chr15,ENSMUSG00000097493,9930014A18Rik,60696857,60697356,ENSMUSG00000072568,Lratd2,60696297,60696796
Fam8a1_1,chr13,ENSMUSG00000069237,Fam8a1,46822964,46823463,NA,NA,46822404,46822903
Fam96b_1,chr8,ENSMUSG00000023737,1700082M22Rik,105368387,105368886,ENSMUSG00000031879,Ciao2b,105367827,105368326
Fam98c_1,chr7,ENSMUSG00000099098,1110035H17Rik,28855658,28856157,ENSMUSG00000030590,Fam98c,28855098,28855597
Fanca_1,chr8,NA,NA,124045349,124045848,ENSMUSG00000032815,Fanca,124044789,124045288
Fancc_1,chr13,NA,NA,63579588,63580087,ENSMUSG00000021461,Fancc,63579028,63579527
Fancd2os_1,chr6,NA,NA,113577719,113578218,ENSMUSG00000033963,Fancd2os,113577159,113577658
Fanci_1,chr7,ENSMUSG00000039187,Fanci,79042086,79042585,NA,NA,79041526,79042025
Fancl_1,chr11,ENSMUSG00000004018,Fancl,26337213,26337712,ENSMUSG00000120289,6820445E23Rik,26336653,26337152
Fancm_1,chr12,ENSMUSG00000055884,Fancm,65122388,65122887,ENSMUSG00000114157,Gm47870,65121828,65122327
Farp1_1,chr14,ENSMUSG00000025555,Farp1,121272985,121273484,NA,NA,121272425,121272924
Fastk_1,chr5,NA,NA,24650234,24650733,ENSMUSG00000028959,Fastk,24649674,24650173
Fbl_1,chr7,ENSMUSG00000046865,Fbl,27869158,27869657,ENSMUSG00000109015,Gm31024,27868598,27869097
Fbxl12os_1,chr9,ENSMUSG00000062470,Fbxl12os,20518765,20519264,ENSMUSG00000111547,Gm48069,20518205,20518704
Fbxl15_1,chr19,ENSMUSG00000025226,Fbxl15,46316637,46317136,NA,NA,46316077,46316576
Fbxl18_1,chr5,ENSMUSG00000121070,Gm57309,142881017,142881516,ENSMUSG00000066640,Fbxl18,142880457,142880956
Fbxl19_1,chr7,ENSMUSG00000030811,Fbxl19,127347332,127347831,NA,NA,127346772,127347271
Fbxl20_1,chr11,NA,NA,98040458,98040957,ENSMUSG00000020883,Fbxl20,98039898,98040397
Fbxl22_1,chr9,NA,NA,66421909,66422408,ENSMUSG00000050503,Fbxl22,66421349,66421848
Fbxl3_1,chr14,NA,NA,103337012,103337511,ENSMUSG00000022124,Fbxl3,103336452,103336951
Fbxl5_1,chr5,ENSMUSG00000104823,Gm43182,43939510,43940009,ENSMUSG00000039753,Fbxl5,43938950,43939449
Fbxo33_1,chr12,NA,NA,59266319,59266818,ENSMUSG00000035329,Fbxo33,59265759,59266258
Fbxo42_1,chr4,ENSMUSG00000028920,Fbxo42,140875254,140875753,NA,NA,140874694,140875193
Fbxo47_2,chr11,ENSMUSG00000086917,Gm11630,97775003,97775502,ENSMUSG00000070336,Fbxo47,97774443,97774942
Fbxo8_1,chr8,ENSMUSG00000038206,Fbxo8,57004200,57004699,ENSMUSG00000038215,Cep44,57003640,57004139
Fbxw2_1,chr2,NA,NA,34716279,34716778,ENSMUSG00000035949,Fbxw2,34715719,34716218
Fchsd1_1,chr18,NA,NA,38102860,38103359,ENSMUSG00000038524,Fchsd1,38102300,38102799
Fcor_1,chr8,ENSMUSG00000109277,Gm39121,3722387,3722886,ENSMUSG00000089665,Fcor,3721827,3722326
Fdft1_1,chr14,NA,NA,63415310,63415809,ENSMUSG00000021273,Fdft1,63414750,63415249
Fem1a_1,chr17,ENSMUSG00000043683,Fem1a,56563821,56564320,NA,NA,56563261,56563760
Fem1b_1,chr9,NA,NA,62718942,62719441,ENSMUSG00000032244,Fem1b,62718382,62718881
Fem1c_1,chr18,NA,NA,46658976,46659475,ENSMUSG00000033319,Fem1c,46658416,46658915
Fermt2_1,chr14,ENSMUSG00000115324,4930527F14Rik,45767504,45768003,ENSMUSG00000037712,Fermt2,45766944,45767443
Ffar3_1,chr7,NA,NA,30555669,30556168,ENSMUSG00000019429,Ffar3,30555109,30555608
Fgd1_1,chrX,ENSMUSG00000025265,Fgd1,149830208,149830707,NA,NA,149829648,149830147
Fgd4_4,chr16,NA,NA,16418465,16418964,ENSMUSG00000022788,Fgd4,16417905,16418404
Fgf17_1,chr14,NA,NA,70879807,70880306,ENSMUSG00000022101,Fgf17,70879247,70879746
Fgf21_1,chr7,NA,NA,45264960,45265459,ENSMUSG00000030827,Fgf21,45264400,45264899
Fgf22_1,chr10,ENSMUSG00000020327,Fgf22,79590954,79591453,NA,NA,79590394,79590893
Fgf4_1,chr7,ENSMUSG00000050917,Fgf4,144415064,144415563,NA,NA,144414504,144415003
Fgfbp1_1,chr5,NA,NA,44139158,44139657,ENSMUSG00000048373,Fgfbp1,44138598,44139097
Fgfbp3_1,chr19,NA,NA,36897087,36897586,ENSMUSG00000047632,Fgfbp3,36896527,36897026
Fgfrl1_1,chr5,ENSMUSG00000008090,Fgfrl1,108842108,108842607,NA,NA,108841548,108842047
Fhl3_2,chr4,ENSMUSG00000032643,Fhl3,124597438,124597937,NA,NA,124596878,124597377
Fignl1_1,chr11,NA,NA,11758980,11759479,ENSMUSG00000035455,Fignl1,11758420,11758919
Filip1l_1,chr16,ENSMUSG00000043336,Filip1l,57369614,57370113,ENSMUSG00000022748,Cmss1,57369054,57369553
Filip1l_2,chr16,ENSMUSG00000043336,Filip1l,57211861,57212360,ENSMUSG00000022748,Cmss1,57211301,57211800
Fip1l1_1,chr5,ENSMUSG00000029227,Fip1l1,74696185,74696684,NA,NA,74695625,74696124
Fis1_2,chr5,ENSMUSG00000019054,Fis1,136982141,136982640,NA,NA,136981581,136982080
Fjx1_1,chr2,NA,NA,102282203,102282702,ENSMUSG00000075012,Fjx1,102281643,102282142
Fkbp10_1,chr11,ENSMUSG00000001555,Fkbp10,100306591,100307090,NA,NA,100306031,100306530
Fkbp1a_1,chr2,ENSMUSG00000032966,Fkbp1a,151384519,151385018,ENSMUSG00000087433,Gm14167,151383959,151384458
Fkbp1b_1,chr12,NA,NA,4891594,4892093,ENSMUSG00000020635,Fkbp1b,4891034,4891533
Fkbp2_1,chr19,NA,NA,6957858,6958357,ENSMUSG00000056629,Fkbp2,6957298,6957797
Fkbp3_1,chr12,NA,NA,65120771,65121270,ENSMUSG00000020949,Fkbp3,65120211,65120710
Fkbp5_1,chr17,NA,NA,28705117,28705616,ENSMUSG00000024222,Fkbp5,28704557,28705056
Fkbp8_1,chr8,ENSMUSG00000019428,Fkbp8,70980412,70980911,ENSMUSG00000055553,Kxd1,70979852,70980351
Fkbp9_1,chr6,ENSMUSG00000029781,Fkbp9,56809134,56809633,NA,NA,56808574,56809073
Fktn_1,chr4,ENSMUSG00000028414,Fktn,53714165,53714664,NA,NA,53713605,53714104
Flad1_1,chr3,NA,NA,89319218,89319717,ENSMUSG00000042642,Flad1,89318658,89319157
Flii_1,chr11,NA,NA,60618097,60618596,ENSMUSG00000002812,Flii,60617537,60618036
Flnb_1,chr14,NA,NA,14651811,14652310,ENSMUSG00000025278,Flnb,14651251,14651750
Flrt1_1,chr19,ENSMUSG00000036278,Macrod1,7083208,7083707,ENSMUSG00000047787,Flrt1,7082648,7083147
Flrt3_1,chr2,ENSMUSG00000068205,Macrod2,140513418,140513917,ENSMUSG00000051379,Flrt3,140512858,140513357
Fmc1_1,chr6,ENSMUSG00000019689,Fmc1,38511807,38512306,NA,NA,38511247,38511746
Fmn1_1,chr2,ENSMUSG00000044042,Fmn1,113271350,113271849,ENSMUSG00000087545,Gm13966,113270790,113271289
Fmnl1_2,chr11,ENSMUSG00000055805,Fmnl1,103083240,103083739,ENSMUSG00000092371,Gm20511,103082680,103083179
Fmnl3_1,chr15,NA,NA,99268380,99268879,ENSMUSG00000023008,Fmnl3,99267820,99268319
Fnbp1_1,chr2,NA,NA,31032019,31032518,ENSMUSG00000075415,Fnbp1,31031459,31031958
Fnbp1l_1,chr3,NA,NA,122413389,122413888,ENSMUSG00000039735,Fnbp1l,122412829,122413328
Fndc10_1,chr4,ENSMUSG00000074738,Fndc10,155778786,155779285,NA,NA,155778226,155778725
Fndc3a_1,chr14,NA,NA,72947498,72947997,ENSMUSG00000033487,Fndc3a,72946938,72947437
Fndc3b_1,chr3,NA,NA,27765468,27765967,ENSMUSG00000039286,Fndc3b,27764908,27765407
Fnta_1,chr8,NA,NA,26505682,26506181,ENSMUSG00000015994,Fnta,26505122,26505621
Fntb_1,chr12,ENSMUSG00000033373,Fntb,76884234,76884733,NA,NA,76883674,76884173
Fopnl_1,chr16,NA,NA,14135258,14135757,ENSMUSG00000022677,Cep20,14134698,14135197
Fosl2_1,chr5,ENSMUSG00000029135,Fosl2,32293827,32294326,NA,NA,32293267,32293766
Foxj2_1,chr6,ENSMUSG00000003154,Foxj2,122797190,122797689,ENSMUSG00000097635,Gm26826,122796630,122797129
Foxj3_1,chr4,ENSMUSG00000032998,Foxj3,119396900,119397399,ENSMUSG00000087385,Frg2f1,119396340,119396839
Foxk1_1,chr5,ENSMUSG00000056493,Foxk1,142387266,142387765,NA,NA,142386706,142387205
Foxk2_1,chr11,ENSMUSG00000039275,Foxk2,121150856,121151355,NA,NA,121150296,121150795
Foxn2_1,chr17,ENSMUSG00000034998,Foxn2,88748165,88748664,NA,NA,88747605,88748104
Foxn3_1,chr12,NA,NA,99359351,99359850,ENSMUSG00000033713,Foxn3,99358791,99359290
Foxo3_1,chr10,NA,NA,42152741,42153240,ENSMUSG00000048756,Foxo3,42152181,42152680
Foxo3_2,chr10,NA,NA,42151682,42152181,ENSMUSG00000048756,Foxo3,42151122,42151621
Foxp1_2,chr6,NA,NA,99498013,99498512,ENSMUSG00000030067,Foxp1,99497453,99497952
Foxp3_2,chrX,ENSMUSG00000039545,Flicr,7446761,7447260,ENSMUSG00000103436,Gm36995,7446201,7446700
Frem2_1,chr3,NA,NA,53564817,53565316,ENSMUSG00000037016,Frem2,53564257,53564756
Frmd5_2,chr2,NA,NA,121381928,121382427,ENSMUSG00000027238,Frmd5,121381368,121381867
Frs3os_1,chr17,ENSMUSG00000023266,Frs3,48012971,48013470,ENSMUSG00000086930,Frs3os,48012411,48012910
Fscn1_1,chr5,ENSMUSG00000029581,Fscn1,142946122,142946621,NA,NA,142945562,142946061
Fsd1l_1,chr4,ENSMUSG00000054752,Fsd1l,53631435,53631934,NA,NA,53630875,53631374
Fth1_1,chr19,ENSMUSG00000024661,Fth1,9960079,9960578,ENSMUSG00000120067,Gm56642,9959519,9960018
Ftl1_1,chr7,ENSMUSG00000110350,Gm10252,45109313,45109812,ENSMUSG00000050708,Ftl1,45108753,45109252
Ftx_1,chrX,NA,NA,102667410,102667909,ENSMUSG00000086370,Ftx,102666850,102667349
Fundc2_1,chrX,ENSMUSG00000031198,Fundc2,74426034,74426533,ENSMUSG00000031196,F8,74425474,74425973
Fus_1,chr7,ENSMUSG00000030795,Fus,127566674,127567173,NA,NA,127566114,127566613
Fut11_1,chr14,ENSMUSG00000039357,Fut11,20745049,20745548,ENSMUSG00000097577,6230400D17Rik,20744489,20744988
Fut8_2,chr12,ENSMUSG00000021065,Fut8,77284886,77285385,ENSMUSG00000112150,9530018F02Rik,77284326,77284825
Fuz_1,chr7,ENSMUSG00000011658,Fuz,44545528,44546027,ENSMUSG00000109198,D7Bwg0826e,44544968,44545467
Fxr1_1,chr3,ENSMUSG00000027680,Fxr1,34074262,34074761,ENSMUSG00000105535,Gm43077,34073702,34074201
Fxyd4_1,chr6,NA,NA,117914346,117914845,ENSMUSG00000004988,Fxyd4,117913786,117914285
Fyco1_1,chr9,ENSMUSG00000120808,Gm57030,123680990,123681489,ENSMUSG00000025241,Fyco1,123680430,123680929
Fzd2_1,chr11,ENSMUSG00000050288,Fzd2,102495363,102495862,NA,NA,102494803,102495302
Fzd4_1,chr7,ENSMUSG00000049791,Fzd4,89053599,89054098,ENSMUSG00000039428,Tmem135,89053039,89053538
