BDP_ID,Chromosome,watson_start,watson_end,crick_start,crick_end,watson_appris,watson_biotype,watson_biotype_gencode,watson_canonical,watson_description,watson_ensembl_id,watson_gencode_basic,watson_gene_name,watson_gene_name_updated,watson_keyword,watson_length,watson_refseq,watson_rnacentral_id,watson_transcript_id,watson_tsl,watson_uniprot,crick_appris,crick_biotype,crick_biotype_gencode,crick_canonical,crick_description,crick_ensembl_id,crick_gencode_basic,crick_gene_name,crick_gene_name_updated,crick_keyword,crick_length,crick_refseq,crick_rnacentral_id,crick_transcript_id,crick_tsl,crick_uniprot
Efcab9_1,chr11,32477614,32478113,32477054,32477553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,EF-hand calcium binding domain 9 [Source:MGI Symbol;Acc:MGI:1916556],ENSMUSG00000044056,GENCODE basic,Efcab9,Efcab9,3D-structure; Calcium; Calmodulin-binding; Cell projection; Cilium; Cytoplasm; Differentiation; Flagellum; Metal-binding; Reference proteome; Repeat; Spermatogenesis,9331,,,ENSMUST00000054327,tsl1 (assigned to previous version 2),Q9DAM2
Egfl7_2,chr2,26476659,26477158,26476099,26476598,principal1,protein_coding,nonsense_mediated_decay,1,predicted gene 20532 [Source:MGI Symbol;Acc:MGI:5141997],ENSMUSG00000092356,GENCODE basic,Gm20532,Gm20532,NA,48996,,,ENSMUST00000174066,tsl5 (assigned to previous version 1),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egln1_1,chr8,125676043,125676542,125675483,125675982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,egl-9 family hypoxia-inducible factor 1 [Source:MGI Symbol;Acc:MGI:1932286],ENSMUSG00000031987,GENCODE basic,Egln1,Egln1,Acetylation; Cytoplasm; Dioxygenase; Iron; Metal-binding; Nucleus; Oxidoreductase; Phosphoprotein; Reference proteome; S-nitrosylation; Vitamin C; Zinc; Zinc-finger,40738,,,ENSMUST00000034469,tsl1 (assigned to previous version 6),Q91YE3
Egr2_1,chr10,67373711,67374210,67373151,67373650,,protein_coding,protein_coding,NA,early growth response 2 [Source:MGI Symbol;Acc:MGI:95296],ENSMUSG00000037868,,Egr2,Egr2,NA,6714,,,ENSMUST00000145754,tsl2 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ehmt1_1,chr2,24809654,24810153,24809094,24809593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal2,protein_coding,protein_coding,1,euchromatic histone methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1924933],ENSMUSG00000036893,GENCODE basic,Ehmt1,Ehmt1,Acetylation; Alternative splicing; ANK repeat; Chromatin regulator; Chromosome; Isopeptide bond; Metal-binding; Methyltransferase; Nucleus; Phosphoprotein; Reference proteome; Repeat; S-adenosyl-L-methionine; Transferase; Ubl conjugation; Zinc,129687,,,ENSMUST00000147147,tsl1 (assigned to previous version 7),Q5DW34
Ei24_1,chr9,36708680,36709179,36708120,36708619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,etoposide induced 2.4 mRNA [Source:MGI Symbol;Acc:MGI:108090],ENSMUSG00000062762,GENCODE basic,Ei24,Ei24,Acetylation; Apoptosis; Autophagy; Cytoplasm; Endoplasmic reticulum; Membrane; Nucleus; Phosphoprotein; Reference proteome; Transmembrane; Transmembrane helix,18235,,,ENSMUST00000163192,tsl1 (assigned to previous version 9),Q61070
Eid2_1,chr7,27967292,27967791,27966732,27967231,principal1,protein_coding,protein_coding,1,EP300 interacting inhibitor of differentiation 2 [Source:MGI Symbol;Acc:MGI:2681174],ENSMUSG00000046058,GENCODE basic,Eid2,Eid2,Coiled coil; Developmental protein; Differentiation; Methylation; Myogenesis; Nucleus; Reference proteome; Repressor; Transcription; Transcription regulation,1392,,,ENSMUST00000059596,tslNA (assigned to previous version 7),Q6X7S9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eid2b_1,chr7,27977163,27977662,27976603,27977102,principal1,protein_coding,protein_coding,1,EP300 interacting inhibitor of differentiation 2B [Source:MGI Symbol;Acc:MGI:1924095],ENSMUSG00000070705,GENCODE basic,Eid2b,Eid2b,NA,1751,,,ENSMUST00000094651,tslNA (assigned to previous version 3),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eif1_1,chr11,100210823,100211322,100210263,100210762,principal1,protein_coding,protein_coding,1,eukaryotic translation initiation factor 1 [Source:MGI Symbol;Acc:MGI:105125],ENSMUSG00000035530,GENCODE basic,Eif1,Eif1,Acetylation; Cytoplasm; Initiation factor; Phosphoprotein; Protein biosynthesis; Reference proteome,2212,,,ENSMUST00000049385,tsl1 (assigned to previous version 13),P48024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eif2ak2_1,chr17,79190022,79190521,79189462,79189961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,eukaryotic translation initiation factor 2-alpha kinase 2 [Source:MGI Symbol;Acc:MGI:1353449],ENSMUSG00000024079,GENCODE basic,Eif2ak2,Eif2ak2,3D-structure; Acetylation; Antiviral defense; ATP-binding; Cytoplasm; Immunity; Innate immunity; Isopeptide bond; Kinase; Nucleotide-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat; RNA-binding; Serine/threonine-protein kinase; Transcription; Transcription regulation; Transferase; Tyrosine-protein kinase; Ubl conjugation,30010,,,ENSMUST00000024884,tsl1 (assigned to previous version 4),Q03963
Eif2ak3_1,chr6,70821551,70822050,70820991,70821490,principal1,protein_coding,protein_coding,1,eukaryotic translation initiation factor 2 alpha kinase 3 [Source:MGI Symbol;Acc:MGI:1341830],ENSMUSG00000031668,GENCODE basic,Eif2ak3,Eif2ak3,NA,60731,,,ENSMUST00000034093,tsl1 (assigned to previous version 14),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eif2s2_1,chr2,154734801,154735300,154734241,154734740,,protein_coding,protein_coding,NA,nonagouti [Source:MGI Symbol;Acc:MGI:87853],ENSMUSG00000027596,,a,a,NA,259611,,,ENSMUST00000137333,tsl1 (assigned to previous version 7),,principal1,protein_coding,protein_coding,1,eukaryotic translation initiation factor 2 subunit 2 beta [Source:MGI Symbol;Acc:MGI:1914454],ENSMUSG00000074656,GENCODE basic,Eif2s2,Eif2s2,Acetylation; Cytoplasm; Initiation factor; Isopeptide bond; Metal-binding; Phosphoprotein; Protein biosynthesis; Reference proteome; Ubl conjugation; Zinc; Zinc-finger,21526,,,ENSMUST00000099173,tsl1 (assigned to previous version 10),Q99L45
Eif3a_1,chr19,60779146,60779645,60778586,60779085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"eukaryotic translation initiation factor 3, subunit A [Source:MGI Symbol;Acc:MGI:95301]",ENSMUSG00000024991,GENCODE basic,Eif3a,Eif3a,Acetylation; Coiled coil; Cytoplasm; Cytoskeleton; Initiation factor; Nucleus; Phosphoprotein; Protein biosynthesis; Reference proteome; Repeat; RNA editing; RNA-binding,29542,,,ENSMUST00000025955,tsl1 (assigned to previous version 6),P23116
Eif3b_1,chr5,140405080,140405579,140404520,140405019,principal1,protein_coding,protein_coding,1,"eukaryotic translation initiation factor 3, subunit B [Source:MGI Symbol;Acc:MGI:106478]",ENSMUSG00000056076,GENCODE basic,Eif3b,Eif3b,Acetylation; Cytoplasm; Initiation factor; Phosphoprotein; Protein biosynthesis; Reference proteome; Repeat; RNA-binding; WD repeat,24033,,,ENSMUST00000100507,tsl1 (assigned to previous version 7),Q8JZQ9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eif3d_1,chr15,77855024,77855523,77854464,77854963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"eukaryotic translation initiation factor 3, subunit D [Source:MGI Symbol;Acc:MGI:1933181]",ENSMUSG00000016554,GENCODE basic,Eif3d,Eif3d,Acetylation; Cytoplasm; Initiation factor; Phosphoprotein; Protein biosynthesis; Reference proteome; RNA-binding,11816,,,ENSMUST00000100484,tsl1 (assigned to previous version 4),O70194
Eif3j1_1,chr2,121859143,121859642,121858583,121859082,NA,NA,NA,NA,NA,ENSMUSG00002076932,NA,Gm56114,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eif3k_1,chr7,28681273,28681772,28680713,28681212,,protein_coding,protein_coding,NA,mitogen-activated protein kinase kinase kinase kinase 1 [Source:MGI Symbol;Acc:MGI:1346882],ENSMUSG00000037337,GENCODE basic,Map4k1,Map4k1,NA,21230,,,ENSMUST00000208227,tsl1 (assigned to previous version 1),,principal1,protein_coding,protein_coding,1,"eukaryotic translation initiation factor 3, subunit K [Source:MGI Symbol;Acc:MGI:1921080]",ENSMUSG00000053565,GENCODE basic,Eif3k,Eif3k,Acetylation; Alternative splicing; Cytoplasm; Initiation factor; Nucleus; Phosphoprotein; Protein biosynthesis; Reference proteome,10493,,,ENSMUST00000066070,tsl1 (assigned to previous version 6),Q9DBZ5
Eif3l_1,chr15,78959440,78959939,78958880,78959379,principal1,protein_coding,protein_coding,1,"eukaryotic translation initiation factor 3, subunit L [Source:MGI Symbol;Acc:MGI:2386251]",ENSMUSG00000033047,GENCODE basic,Eif3l,Eif3l,Acetylation; Cytoplasm; Initiation factor; Protein biosynthesis; Reference proteome,19227,,,ENSMUST00000040518,tsl1 (assigned to previous version 4),Q8QZY1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eif4a1_1,chr11,69563193,69563692,69562633,69563132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,protein_coding,retained_intron,NA,eukaryotic translation initiation factor 4A1 [Source:MGI Symbol;Acc:MGI:95303],ENSMUSG00000059796,,Eif4a1,Eif4a1,3D-structure; Acetylation; ATP-binding; Cell membrane; Cytoplasm; Helicase; Hydrolase; Initiation factor; Isopeptide bond; Membrane; Nucleotide-binding; Phosphoprotein; Protein biosynthesis; Reference proteome; RNA-binding; Ubl conjugation,5488,,,ENSMUST00000128519,tsl2 (assigned to previous version 7),P60843
Eif4a2_1,chr16,22926519,22927018,22925959,22926458,principal1,protein_coding,protein_coding,1,eukaryotic translation initiation factor 4A2 [Source:MGI Symbol;Acc:MGI:106906],ENSMUSG00000022884,GENCODE basic,Eif4a2,Eif4a2,Alternative splicing; ATP-binding; Helicase; Hydrolase; Initiation factor; Nucleotide-binding; Phosphoprotein; Protein biosynthesis; Reference proteome; RNA-binding,6693,,,ENSMUST00000023599,tsl1 (assigned to previous version 12),P10630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eif4a3_1,chr11,119190894,119191393,119190334,119190833,NA,NA,NA,NA,NA,ENSMUSG00000120184,NA,Gm57376,NA,NA,1536,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,eukaryotic translation initiation factor 4A3 [Source:MGI Symbol;Acc:MGI:1923731],ENSMUSG00000025580,GENCODE basic,Eif4a3,Eif4a3,Acetylation; ATP-binding; Cytoplasm; Helicase; Hydrolase; Isopeptide bond; mRNA processing; mRNA splicing; mRNA transport; Nonsense-mediated mRNA decay; Nucleotide-binding; Nucleus; Phosphoprotein; Reference proteome; RNA-binding; rRNA processing; Spliceosome; Translation regulation; Transport; Ubl conjugation,11727,,,ENSMUST00000026667,tsl1 (assigned to previous version 14),Q91VC3
Eif4b_1,chr15,101982369,101982868,101981809,101982308,principal1,protein_coding,protein_coding,1,eukaryotic translation initiation factor 4B [Source:MGI Symbol;Acc:MGI:95304],ENSMUSG00000058655,GENCODE basic,Eif4b,Eif4b,Acetylation; Initiation factor; Isopeptide bond; Phosphoprotein; Protein biosynthesis; Reference proteome; RNA-binding; Ubl conjugation,23401,,,ENSMUST00000169681,tsl1 (assigned to previous version 1),Q8BGD9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eif4ebp1_1,chr8,27750417,27750916,27749857,27750356,principal1,protein_coding,protein_coding,1,eukaryotic translation initiation factor 4E binding protein 1 [Source:MGI Symbol;Acc:MGI:103267],ENSMUSG00000031490,GENCODE basic,Eif4ebp1,Eif4ebp1,Acetylation; Cytoplasm; Isopeptide bond; Nucleus; Phosphoprotein; Protein synthesis inhibitor; Reference proteome; Translation regulation; Ubl conjugation,16346,,,ENSMUST00000033880,tsl1 (assigned to previous version 6),Q60876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eif4ebp3_1,chr18,36797214,36797713,36796654,36797153,principal1,protein_coding,protein_coding,1,multiple ankyrin repeats single KH domain binding protein 3 [Source:MGI Symbol;Acc:MGI:3845902],ENSMUSG00000117942,GENCODE basic,Maskbp3,Maskbp3,NA,18058,,,ENSMUST00000140061,tsl2 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eif4g1_1,chr16,20491569,20492068,20491009,20491508,,protein_coding,protein_coding,NA,"eukaryotic translation initiation factor 4, gamma 1 [Source:MGI Symbol;Acc:MGI:2384784]",ENSMUSG00000045983,,Eif4g1,Eif4g1,NA,24572,,,ENSMUST00000154594,tsl2 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eif4g2_1,chr7,110682263,110682762,110681703,110682202,NA,NA,NA,NA,NA,ENSMUSG00000120003,NA,Gm57201,NA,NA,2442,NA,NA,NA,NA,NA,principal3,protein_coding,protein_coding,1,"eukaryotic translation initiation factor 4, gamma 2 [Source:MGI Symbol;Acc:MGI:109207]",ENSMUSG00000005610,GENCODE basic,Eif4g2,Eif4g2,NA,15281,,,ENSMUST00000162415,tsl1 (assigned to previous version 8),
Eif4g3_1,chr4,137720778,137721277,137720218,137720717,,protein_coding,protein_coding,NA,"eukaryotic translation initiation factor 4 gamma, 3 [Source:MGI Symbol;Acc:MGI:1923935]",ENSMUSG00000028760,,Eif4g3,Eif4g3,NA,215487,,,ENSMUST00000139759,tsl5 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eif5_1,chr12,111504661,111505160,111504101,111504600,principal1,protein_coding,protein_coding,1,novel protein,ENSMUSG00000121570,GENCODE basic,NA,,NA,1672,,,ENSMUST00000249241,,,NA,NA,NA,NA,NA,ENSMUSG00000120100,NA,Gm56546,NA,NA,1219,NA,NA,NA,NA,NA
Eif6_1,chr2,155668645,155669144,155668085,155668584,NA,NA,NA,NA,NA,ENSMUSG00000086754,NA,Gm16098,NA,NA,6183,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,eukaryotic translation initiation factor 6 [Source:MGI Symbol;Acc:MGI:1196288],ENSMUSG00000027613,GENCODE basic,Eif6,Eif6,Cytoplasm; Initiation factor; Nucleus; Phosphoprotein; Protein biosynthesis; Reference proteome; Ribosome biogenesis; Ubl conjugation,7094,,,ENSMUST00000029142,tsl1 (assigned to previous version 14),O55135
Eipr1_1,chr12,28801841,28802340,28801281,28801780,principal1,protein_coding,protein_coding,1,EARP complex and GARP complex interacting protein 1 [Source:MGI Symbol;Acc:MGI:1289332],ENSMUSG00000036613,GENCODE basic,Eipr1,Eipr1,Acetylation; Golgi apparatus; Phosphoprotein; Reference proteome; Repeat; WD repeat,118063,,,ENSMUST00000221877,tsl1 (assigned to previous version 1),Q8K0G5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elac2_1,chr11,64869916,64870415,64869356,64869855,alternative2,protein_coding,protein_coding,1,elaC ribonuclease Z 2 [Source:MGI Symbol;Acc:MGI:1890496],ENSMUSG00000020549,GENCODE basic,Elac2,Elac2,Alternative splicing; Endonuclease; Hydrolase; Metal-binding; Mitochondrion; Mitochondrion nucleoid; Nuclease; Nucleus; Phosphoprotein; Reference proteome; Transit peptide; tRNA processing; Zinc,23032,,,ENSMUST00000071891,tsl1 (assigned to previous version 11),Q80Y81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elf2_2,chr3,51184897,51185396,51184337,51184836,NA,NA,NA,NA,NA,ENSMUSG00000087440,NA,4930577N17Rik,NA,NA,1625,NA,NA,NA,NA,NA,principal4,protein_coding,protein_coding,1,E74-like factor 2 [Source:MGI Symbol;Acc:MGI:1916507],ENSMUSG00000037174,GENCODE basic,Elf2,Elf2,Activator; Alternative splicing; DNA-binding; Isopeptide bond; Methylation; Nucleus; Phosphoprotein; Reference proteome; Transcription; Transcription regulation; Ubl conjugation,87944,,,ENSMUST00000194641,tsl5 (assigned to previous version 5),Q9JHC9
Elk4_1,chr1,131935369,131935868,131934809,131935308,NA,NA,NA,NA,NA,ENSMUSG00000100037,NA,Gm29103,NA,NA,51533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ell2_1,chr13,75855654,75856153,75855094,75855593,principal1,protein_coding,protein_coding,1,elongation factor for RNA polymerase II 2 [Source:MGI Symbol;Acc:MGI:2183438],ENSMUSG00000001542,GENCODE basic,Ell2,Ell2,Nucleus; Phosphoprotein; Reference proteome; Transcription; Transcription regulation; Ubl conjugation,65608,,,ENSMUST00000001583,tsl1 (assigned to previous version 7),Q3UKU1,NA,NA,NA,NA,NA,ENSMUSG00000114125,NA,1700037F03Rik,NA,NA,56742,NA,NA,NA,NA,NA
Elmo3_1,chr8,106032251,106032750,106031691,106032190,,protein_coding,nonsense_mediated_decay,NA,engulfment and cell motility 3 [Source:MGI Symbol;Acc:MGI:2679007],ENSMUSG00000014791,,Elmo3,Elmo3,NA,5160,,,ENSMUST00000212046,tsl1 (assigned to previous version 1),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elob_1,chr17,24048133,24048632,24047573,24048072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,elongin B [Source:MGI Symbol;Acc:MGI:1914923],ENSMUSG00000055839,GENCODE basic,Elob,Elob,3D-structure; Acetylation; Nucleus; Phosphoprotein; Reference proteome; Transcription; Transcription regulation; Ubl conjugation pathway,4399,,,ENSMUST00000069579,tsl1 (assigned to previous version 5),P62869
Elovl1_1,chr4,118285332,118285831,118284772,118285271,principal1,protein_coding,protein_coding,1,ELOVL fatty acid elongase 1 [Source:MGI Symbol;Acc:MGI:1858959],ENSMUSG00000006390,GENCODE basic,Elovl1,Elovl1,Acetylation; Endoplasmic reticulum; Fatty acid biosynthesis; Fatty acid metabolism; Lipid biosynthesis; Lipid metabolism; Membrane; Reference proteome; Transferase; Transmembrane; Transmembrane helix,4861,,,ENSMUST00000006557,tsl1 (assigned to previous version 12),Q9JLJ5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elovl1_2,chr4,118286691,118287190,118286131,118286630,principal1,protein_coding,protein_coding,1,ELOVL fatty acid elongase 1 [Source:MGI Symbol;Acc:MGI:1858959],ENSMUSG00000006390,GENCODE basic,Elovl1,Elovl1,Acetylation; Endoplasmic reticulum; Fatty acid biosynthesis; Fatty acid metabolism; Lipid biosynthesis; Lipid metabolism; Membrane; Reference proteome; Transferase; Transmembrane; Transmembrane helix,4861,,,ENSMUST00000006557,tsl1 (assigned to previous version 12),Q9JLJ5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elovl6_1,chr3,129326081,129326580,129325521,129326020,principal1,protein_coding,protein_coding,NA,ELOVL fatty acid elongase 6 [Source:MGI Symbol;Acc:MGI:2156528],ENSMUSG00000041220,GENCODE basic,Elovl6,Elovl6,Endoplasmic reticulum; Fatty acid biosynthesis; Fatty acid metabolism; Glycoprotein; Lipid biosynthesis; Lipid metabolism; Membrane; Reference proteome; Transferase; Transmembrane; Transmembrane helix,106141,,,ENSMUST00000199910,tsl1 (assigned to previous version 4),Q920L5,NA,NA,NA,NA,NA,ENSMUSG00000105837,NA,Gm35986,NA,NA,4956,NA,NA,NA,NA,NA
Elp6_1,chr9,110134275,110134774,110133715,110134214,principal1,protein_coding,protein_coding,1,elongator acetyltransferase complex subunit 6 [Source:MGI Symbol;Acc:MGI:1919349],ENSMUSG00000054836,GENCODE basic,Elp6,Elp6,Alternative splicing; Cytoplasm; Nucleus; Reference proteome; tRNA processing,16930,,,ENSMUST00000199592,tsl1 (assigned to previous version 4),Q8BK75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emb_1,chr13,117357293,117357792,117356733,117357232,,protein_coding,protein_coding,NA,embigin [Source:MGI Symbol;Acc:MGI:95321],ENSMUSG00000021728,,Emb,Emb,NA,65880,,,ENSMUST00000225981,,,NA,NA,NA,NA,NA,ENSMUSG00000091423,NA,Gm17509,NA,NA,2375,NA,NA,NA,NA,NA
Emc4_1,chr2,112198373,112198872,112197813,112198312,NA,NA,NA,NA,NA,ENSMUSG00000121215,NA,Gm57464,NA,NA,1479,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,ER membrane protein complex subunit 4 [Source:MGI Symbol;Acc:MGI:1915282],ENSMUSG00000027131,GENCODE basic,Emc4,Emc4,Acetylation; Apoptosis; Endoplasmic reticulum; Membrane; Phosphoprotein; Reference proteome; Transmembrane; Transmembrane helix,5017,,,ENSMUST00000028551,tsl1 (assigned to previous version 3),Q9CZX9
Emc7_1,chr2,112285408,112285907,112284848,112285347,principal1,protein_coding,protein_coding,1,ER membrane protein complex subunit 7 [Source:MGI Symbol;Acc:MGI:1920274],ENSMUSG00000055943,GENCODE basic,Emc7,Emc7,Endoplasmic reticulum; Membrane; Reference proteome; Signal; Transmembrane; Transmembrane helix,17166,,,ENSMUST00000069747,tsl1 (assigned to previous version 5),Q9EP72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emd_1,chrX,73298442,73298941,73297882,73298381,principal1,protein_coding,protein_coding,1,emerin [Source:MGI Symbol;Acc:MGI:108117],ENSMUSG00000001964,GENCODE basic,Emd,Emd,Acetylation; Actin-binding; Membrane; Microtubule; Nucleus; Phosphoprotein; Reference proteome; Transmembrane; Transmembrane helix,6862,NR_176955,,ENSMUST00000002029,tsl1 (assigned to previous version 12),O08579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eml5_1,chr12,98867755,98868254,98867195,98867694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,protein_coding,protein_coding,NA,echinoderm microtubule associated protein like 5 [Source:MGI Symbol;Acc:MGI:2442513],ENSMUSG00000051166,GENCODE basic,Eml5,Eml5,NA,114680,,,ENSMUST00000065716,tsl5 (assigned to previous version 7),
Emsy_1,chr7,98305826,98306325,98305266,98305765,NA,NA,NA,NA,NA,ENSMUSG00000120382,NA,4930558N01Rik,NA,NA,1801,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"EMSY, BRCA2-interacting transcriptional repressor [Source:MGI Symbol;Acc:MGI:1924203]",ENSMUSG00000035401,GENCODE basic,Emsy,Emsy,Alternative splicing; Chromatin regulator; DNA damage; DNA repair; Glycoprotein; Nucleus; Phosphoprotein; Reference proteome; Repressor; Transcription; Transcription regulation,69647,,,ENSMUST00000205276,tsl1 (assigned to previous version 1),Q8BMB0
Enah_1,chr1,181847566,181848065,181847006,181847505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alternative2,protein_coding,protein_coding,NA,ENAH actin regulator [Source:MGI Symbol;Acc:MGI:108360],ENSMUSG00000022995,GENCODE basic,Enah,Enah,3D-structure; Actin-binding; Alternative splicing; Cell junction; Cell projection; Coiled coil; Cytoplasm; Cytoskeleton; Developmental protein; Differentiation; Neurogenesis; Phosphoprotein; Reference proteome; Repeat; SH3-binding; Synapse,123607,,,ENSMUST00000193703,tsl1 (assigned to previous version 5),Q03173
Enc1_1,chr13,97377624,97378123,97377064,97377563,principal1,protein_coding,protein_coding,1,ectodermal-neural cortex 1 [Source:MGI Symbol;Acc:MGI:109610],ENSMUSG00000041773,GENCODE basic,Enc1,Enc1,Actin-binding; Cytoplasm; Cytoskeleton; Developmental protein; Kelch repeat; Nucleus; Reference proteome; Repeat; Ubl conjugation,11930,,,ENSMUST00000041623,tsl1 (assigned to previous version 7),O35709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Endog_1,chr2,30061536,30062035,30060976,30061475,principal1,protein_coding,protein_coding,1,endonuclease G [Source:MGI Symbol;Acc:MGI:1261433],ENSMUSG00000015337,GENCODE basic,Endog,Endog,3D-structure; Disulfide bond; Endonuclease; Hydrolase; Magnesium; Metal-binding; Mitochondrion; Nuclease; Phosphoprotein; Reference proteome; Transit peptide,2577,NR_184725,,ENSMUST00000015481,tsl1 (assigned to previous version 5),O08600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
